,client_id,amount,date,time
438,266,1494.0,8/21/2020,2:29
439,263,756.0,8/25/2020,6:21
440,216,1374.0,10/17/2020,21:45
441,70,978.0,1/23/2020,21:42
442,687,778.0,10/9/2020,14:19
443,425,422.0,6/25/2020,8:59
444,302,1622.0,11/29/2020,17:28
445,773,1113.0,12/4/2020,22:37
446,23,479.0,2/10/2020,3:16
447,662,1456.0,9/19/2020,12:39
448,289,658.0,3/13/2020,2:03
449,27,1140.0,4/9/2020,5:54
450,419,721.0,12/24/2020,17:13
451,869,1242.0,3/10/2020,16:56
452,927,1406.0,3/28/2020,12:01
453,665,537.0,9/30/2020,10:17
454,610,1571.0,1/25/2020,13:44
455,812,560.0,2/17/2020,17:08
456,715,1114.0,8/9/2020,23:09
457,193,1355.0,5/6/2020,14:29
458,649,1023.0,5/5/2020,14:08
459,314,1691.0,7/14/2020,23:58
460,628,831.0,5/9/2020,8:55
461,6,1006.0,10/21/2020,22:05
462,632,1123.0,6/8/2020,7:04
463,276,1635.0,10/6/2020,5:25
464,809,987.0,11/18/2020,9:53
465,573,1540.0,6/11/2020,18:16
466,220,516.0,7/22/2020,18:40
467,697,830.0,1/20/2020,2:35
468,914,1730.0,2/27/2020,13:53
469,605,1713.0,11/27/2020,19:44
470,902,1609.0,2/4/2020,7:26
471,449,548.0,10/24/2020,9:37
472,77,406.0,4/24/2020,12:27
473,245,1589.0,2/11/2020,1:51
474,312,1446.0,2/1/2020,5:50
475,678,680.0,3/31/2020,8:32
476,730,784.0,10/12/2020,19:06
477,603,921.0,12/2/2020,8:47
478,356,614.0,2/19/2020,16:52
479,442,840.0,12/20/2020,16:36
480,399,1327.0,12/15/2020,18:53
481,20,787.0,3/28/2020,8:08
482,392,1470.0,11/12/2020,23:03
483,17,349.0,8/15/2020,12:34
484,336,1537.0,4/19/2020,11:27
485,574,963.0,3/19/2020,18:23
486,257,944.0,9/28/2020,18:50
487,451,345.0,8/17/2020,0:22
488,972,444.0,12/12/2020,23:10
489,983,816.0,11/2/2020,3:07
490,312,1730.0,1/16/2020,15:34
491,581,648.0,5/9/2020,17:16
492,24,913.0,1/13/2020,8:27
493,146,1298.0,8/15/2020,12:34
494,580,1031.0,4/24/2020,5:08
495,696,1143.0,3/29/2020,15:11
496,887,1036.0,3/30/2020,20:04
497,766,717.0,3/9/2020,2:08
498,712,1271.0,10/21/2020,1:46
499,135,736.0,9/19/2020,18:52
500,180,1135.0,8/6/2020,7:15
501,715,1575.0,2/16/2020,12:06
502,498,1402.0,12/13/2020,1:15
503,610,898.0,12/9/2020,16:18
504,466,1187.0,5/1/2020,6:22
505,868,640.0,7/18/2020,17:24
506,940,1712.0,6/26/2020,1:19
507,630,871.0,7/11/2020,12:04
508,58,525.0,8/25/2020,4:42
509,146,1503.0,5/5/2020,4:52
510,503,746.0,6/10/2020,7:01
511,884,406.0,2/16/2020,2:49
512,28,1166.0,1/2/2020,19:35
513,209,855.0,10/29/2020,14:02
514,266,1112.0,8/28/2020,1:40
515,661,836.0,9/29/2020,18:47
516,820,492.0,5/13/2020,14:18
517,193,979.0,3/7/2020,14:10
518,640,1456.0,10/27/2020,17:17
519,570,1428.0,8/6/2020,10:08
520,398,935.0,1/8/2020,14:11
521,952,727.0,12/6/2020,17:10
522,546,612.0,8/12/2020,8:00
523,563,1440.0,8/25/2020,9:02
524,403,1013.0,3/18/2020,4:59
525,213,536.0,12/21/2020,4:58
526,54,1526.0,5/3/2020,0:00
527,481,1401.0,1/19/2020,3:13
528,396,1331.0,2/26/2020,21:28
529,264,656.0,6/20/2020,18:24
530,408,721.0,8/26/2020,11:26
531,650,1445.0,1/28/2020,0:14
532,926,558.0,5/4/2020,15:18
533,217,720.0,3/5/2020,15:22
534,18,952.0,2/18/2020,1:07
535,20,1745.0,7/24/2020,9:02
536,303,1500.0,3/12/2020,21:44
537,216,535.0,12/29/2020,10:16
538,619,1609.0,10/21/2020,4:22
539,546,1505.0,9/25/2020,20:13
540,408,723.0,11/30/2020,0:01
541,3,1705.0,2/16/2020,18:20
542,781,487.0,6/10/2020,6:58
543,183,1055.0,1/10/2020,3:29
544,40,904.0,10/14/2020,1:50
545,69,599.0,1/20/2020,7:48
546,768,976.0,1/20/2020,23:32
547,180,811.0,7/8/2020,6:02
548,180,1302.0,3/1/2020,8:18
549,881,1201.0,6/28/2020,12:12
550,683,881.0,3/28/2020,1:54
551,680,1013.0,5/11/2020,9:21
552,416,1045.0,10/3/2020,15:18
553,161,681.0,9/19/2020,11:39
554,263,1374.0,3/11/2020,3:36
555,499,1105.0,5/11/2020,3:19
556,564,1427.0,9/11/2020,4:44
557,727,1178.0,5/24/2020,7:26
558,257,963.0,8/27/2020,13:18
559,944,1094.0,3/29/2020,0:50
560,184,496.0,5/7/2020,4:22
561,841,917.0,7/4/2020,11:16
562,122,1666.0,5/4/2020,3:53
563,711,1147.0,1/1/2020,7:41
564,380,349.0,10/28/2020,10:17
565,249,1711.0,3/5/2020,17:04
566,772,794.0,4/23/2020,10:23
567,211,804.0,6/18/2020,12:56
568,143,869.0,3/11/2020,22:20
569,751,886.0,5/5/2020,11:19
570,890,350.0,8/16/2020,14:40
571,930,714.0,3/5/2020,5:26
572,540,1272.0,6/12/2020,10:32
573,644,1685.0,9/26/2020,1:29
574,923,1695.0,1/9/2020,20:05
575,746,1006.0,4/19/2020,10:32
576,698,793.0,10/6/2020,13:23
577,744,1212.0,11/25/2020,9:51
578,358,1406.0,4/21/2020,16:20
579,825,378.0,5/3/2020,23:09
580,421,406.0,3/28/2020,8:30
581,730,1476.0,1/14/2020,23:47
582,149,1337.0,1/29/2020,9:18
583,477,436.0,9/10/2020,20:42
584,500,646.0,7/6/2020,23:13
585,438,422.0,4/16/2020,21:20
586,32,551.0,3/13/2020,0:49
587,451,1594.0,3/4/2020,20:48
588,925,685.0,7/30/2020,13:18
589,360,548.0,3/18/2020,1:40
590,454,506.0,2/20/2020,21:44
591,480,1464.0,2/23/2020,16:12
592,847,1615.0,3/18/2020,11:53
593,255,552.0,9/25/2020,16:07
594,537,1529.0,9/24/2020,21:56
595,499,794.0,12/9/2020,0:29
596,469,1259.0,2/12/2020,4:47
597,718,1254.0,11/13/2020,4:14
598,221,1304.0,2/6/2020,19:34
599,834,643.0,4/24/2020,9:13
600,408,911.0,4/14/2020,3:29
601,86,1421.0,3/13/2020,11:25
602,601,1550.0,5/20/2020,20:22
603,617,358.0,2/1/2020,9:51
604,844,1048.0,5/15/2020,9:16
605,880,1483.0,4/17/2020,7:59
606,256,584.0,7/7/2020,17:03
607,869,1145.0,8/10/2020,11:03
608,776,1005.0,12/26/2020,13:50
609,135,1682.0,2/13/2020,0:51
610,470,1477.0,12/30/2020,14:52
611,296,582.0,3/18/2020,18:09
612,10,1740.0,5/29/2020,10:28
613,883,1320.0,12/21/2020,6:53
614,141,1010.0,2/28/2020,2:19
615,843,1343.0,1/28/2020,10:39
616,666,1624.0,11/23/2020,22:32
617,265,785.0,12/17/2020,9:00
618,563,1633.0,5/24/2020,9:40
619,15,1118.0,2/27/2020,10:36
620,378,766.0,12/17/2020,15:26
621,216,1307.0,3/24/2020,15:08
622,403,1603.0,2/8/2020,4:25
623,941,676.0,5/30/2020,23:53
624,787,1351.0,3/11/2020,15:31
625,584,1312.0,1/7/2020,19:31
626,29,784.0,3/12/2020,0:15
627,594,684.0,4/6/2020,5:19
628,510,847.0,9/19/2020,18:50
629,226,1749.0,6/10/2020,21:27
630,472,538.0,5/14/2020,14:20
631,958,532.0,8/11/2020,11:40
632,118,637.0,8/19/2020,2:03
633,912,1624.0,1/19/2020,16:58
634,45,1391.0,5/18/2020,14:20
635,465,379.0,8/14/2020,20:39
636,975,1402.0,12/5/2020,23:23
637,291,1468.0,12/7/2020,21:44
638,712,1245.0,5/1/2020,4:38
639,853,673.0,7/2/2020,9:26
640,410,1166.0,2/4/2020,10:48
641,768,1581.0,5/30/2020,14:20
642,124,350.0,1/17/2020,6:51
643,786,599.0,12/6/2020,17:07
644,342,379.0,1/27/2020,16:05
645,504,757.0,9/15/2020,9:49
646,901,715.0,8/27/2020,2:20
647,930,808.0,11/5/2020,20:23
648,846,1086.0,2/28/2020,22:47
649,663,961.0,6/4/2020,4:37
650,682,969.0,10/8/2020,5:50
651,152,1394.0,11/20/2020,17:43
652,194,478.0,11/13/2020,20:15
653,184,1610.0,5/5/2020,14:35
654,795,1143.0,11/26/2020,14:44
655,827,920.0,4/6/2020,14:54
656,765,1058.0,11/26/2020,15:32
657,72,765.0,2/5/2020,7:41
658,661,1688.0,10/1/2020,2:56
659,354,624.0,4/23/2020,4:55
660,789,505.0,9/22/2020,14:03
661,465,1150.0,10/5/2020,21:09
662,503,1292.0,9/15/2020,8:37
663,227,1105.0,6/8/2020,3:29
664,945,1157.0,7/31/2020,16:32
665,720,442.0,6/22/2020,17:10
666,763,1316.0,11/4/2020,0:08
667,424,1679.0,11/8/2020,0:00
668,933,949.0,11/23/2020,23:39
669,235,1702.0,7/2/2020,8:27
670,465,765.0,4/9/2020,5:40
671,6,846.0,1/18/2020,0:49
672,923,1524.0,12/1/2020,3:21
673,362,1362.0,1/30/2020,14:47
674,775,1562.0,12/22/2020,5:34
675,440,1612.0,9/7/2020,10:27
676,478,1174.0,1/18/2020,20:08
677,423,1749.0,8/11/2020,6:34
678,745,411.0,9/4/2020,14:19
679,572,1728.0,9/25/2020,10:21
680,651,1469.0,9/29/2020,14:16
681,36,1036.0,5/11/2020,5:42
682,631,1374.0,7/13/2020,6:46
683,304,751.0,8/7/2020,9:44
684,853,365.0,6/25/2020,20:29
685,936,1332.0,9/7/2020,10:12
686,35,788.0,12/25/2020,17:23
687,247,1331.0,11/24/2020,18:00
688,862,495.0,12/6/2020,12:57
689,690,1330.0,12/16/2020,17:56
690,538,1501.0,8/25/2020,7:55
691,472,1591.0,7/13/2020,21:42
692,305,750.0,6/6/2020,14:02
693,410,1143.0,10/10/2020,17:28
694,388,1535.0,9/9/2020,21:41
695,699,1107.0,10/20/2020,19:25
696,214,421.0,2/15/2020,15:06
697,225,577.0,8/25/2020,11:09
698,68,658.0,12/15/2020,8:50
699,149,1324.0,10/9/2020,16:16
700,916,818.0,4/12/2020,2:10
701,889,484.0,10/8/2020,23:13
702,194,1126.0,4/10/2020,5:21
703,102,941.0,6/4/2020,12:24
704,33,1419.0,8/9/2020,8:12
705,373,1656.0,9/9/2020,11:22
706,190,365.0,3/24/2020,13:48
707,751,1366.0,10/24/2020,7:27
708,865,535.0,5/4/2020,11:36
709,31,1533.0,2/9/2020,18:36
710,73,477.0,12/13/2020,6:18
711,325,1421.0,12/10/2020,20:46
712,297,781.0,4/9/2020,11:42
713,253,720.0,10/20/2020,4:39
714,683,1708.0,2/12/2020,17:46
715,645,1134.0,5/29/2020,20:24
716,630,1060.0,1/20/2020,11:15
717,793,618.0,6/4/2020,13:48
718,142,547.0,8/28/2020,13:56
719,99,530.0,10/28/2020,9:58
720,112,1630.0,9/27/2020,2:59
721,207,1267.0,5/31/2020,10:44
722,364,1026.0,4/3/2020,21:40
723,301,1109.0,4/1/2020,5:31
724,554,1029.0,5/28/2020,10:06
725,717,1565.0,2/1/2020,1:03
726,123,918.0,8/2/2020,8:27
727,80,847.0,1/18/2020,9:26
728,316,684.0,4/11/2020,12:58
729,963,1372.0,10/25/2020,9:07
730,87,1443.0,1/17/2020,16:01
731,254,1256.0,2/20/2020,22:57
732,714,1668.0,4/30/2020,11:05
733,177,1663.0,9/3/2020,18:48
734,325,929.0,10/7/2020,6:38
735,632,1329.0,2/4/2020,1:21
736,501,807.0,1/22/2020,12:50
737,923,926.0,2/14/2020,16:59
738,490,1652.0,1/13/2020,8:13
739,752,548.0,4/23/2020,16:07
740,383,443.0,2/20/2020,15:28
741,818,1528.0,3/9/2020,2:10
742,134,1693.0,3/27/2020,10:34
743,247,573.0,3/3/2020,17:32
744,57,1257.0,9/8/2020,12:32
745,651,958.0,7/18/2020,17:20
746,157,1580.0,4/15/2020,21:15
747,100,1211.0,7/21/2020,4:21
748,516,449.0,7/25/2020,7:11
749,830,824.0,4/1/2020,13:23
750,109,1397.0,1/20/2020,21:26
751,924,1631.0,4/1/2020,23:58
752,734,1171.0,5/31/2020,5:37
753,176,1188.0,12/31/2020,4:47
754,841,338.0,8/17/2020,2:09
755,849,418.0,11/3/2020,7:50
756,462,1153.0,8/1/2020,9:43
757,694,1230.0,2/19/2020,23:41
758,501,599.0,7/20/2020,18:25
759,609,958.0,1/21/2020,8:04
760,228,1725.0,8/20/2020,21:31
761,146,1048.0,6/20/2020,0:06
762,478,372.0,9/22/2020,3:52
763,443,376.0,9/19/2020,21:52
764,666,529.0,12/31/2020,16:38
765,466,471.0,8/4/2020,8:13
766,822,836.0,11/11/2020,22:21
767,897,1032.0,12/27/2020,14:02
768,941,376.0,9/18/2020,9:44
769,784,1552.0,3/23/2020,8:08
770,863,846.0,12/14/2020,6:45
771,514,680.0,4/2/2020,0:15
772,539,756.0,4/22/2020,1:35
773,365,1032.0,1/16/2020,12:04
774,403,636.0,11/23/2020,0:05
775,585,1252.0,3/14/2020,12:56
776,423,1379.0,6/15/2020,19:45
777,32,590.0,7/26/2020,1:59
778,127,478.0,5/13/2020,19:35
779,121,799.0,6/21/2020,0:47
780,297,780.0,11/12/2020,14:06
781,679,1395.0,9/29/2020,12:01
782,831,1724.0,1/28/2020,3:00
783,362,1497.0,3/3/2020,7:55
784,312,744.0,8/28/2020,18:38
785,613,453.0,5/23/2020,22:08
786,633,667.0,11/1/2020,21:02
787,971,1163.0,8/8/2020,3:35
788,770,1429.0,2/2/2020,4:14
789,283,1584.0,5/30/2020,2:49
790,240,1590.0,9/13/2020,0:44
791,121,1255.0,1/9/2020,15:21
792,140,596.0,6/5/2020,9:54
793,57,931.0,3/23/2020,5:27
794,681,650.0,7/3/2020,9:11
795,777,1422.0,6/23/2020,8:47
796,413,1396.0,12/23/2020,2:04
797,113,705.0,3/12/2020,21:31
798,38,1186.0,3/1/2020,8:11
799,210,550.0,1/31/2020,7:38
800,454,651.0,8/15/2020,11:30
801,425,674.0,10/15/2020,17:05
802,944,558.0,9/30/2020,13:37
803,600,989.0,6/16/2020,14:29
804,617,763.0,12/15/2020,2:25
805,840,548.0,3/22/2020,12:38
806,857,1014.0,8/13/2020,11:59
807,947,831.0,7/19/2020,4:02
808,576,564.0,3/18/2020,11:00
809,808,1198.0,1/4/2020,18:53
810,404,1566.0,10/24/2020,19:46
811,686,911.0,4/18/2020,21:25
812,421,744.0,7/11/2020,22:11
813,640,1445.0,12/5/2020,8:51
814,56,1170.0,12/28/2020,0:44
815,916,713.0,3/23/2020,10:22
816,613,622.0,8/10/2020,3:20
817,690,1531.0,10/17/2020,1:38
818,333,1038.0,3/10/2020,13:10
819,94,808.0,3/20/2020,1:05
820,270,1677.0,9/16/2020,18:21
821,260,764.0,3/18/2020,16:13
822,964,1406.0,4/10/2020,13:35
823,542,1619.0,2/21/2020,22:32
824,439,909.0,8/1/2020,0:23
825,639,362.0,11/19/2020,22:08
826,685,1724.0,6/9/2020,4:08
827,113,1530.0,3/28/2020,8:30
828,560,868.0,7/31/2020,2:09
829,191,1667.0,7/8/2020,12:41
830,811,840.0,12/7/2020,6:18
831,412,1470.0,5/3/2020,2:59
832,258,1621.0,9/9/2020,2:54
833,920,1207.0,11/2/2020,6:50
834,247,479.0,7/15/2020,11:29
835,658,608.0,1/22/2020,15:43
836,924,1165.0,4/26/2020,15:57
837,345,429.0,12/12/2020,8:41
838,3,1443.0,11/11/2020,16:28
839,157,1675.0,1/10/2020,2:46
840,972,1323.0,4/22/2020,3:48
841,288,865.0,2/27/2020,6:14
842,415,641.0,6/29/2020,6:18
843,947,1668.0,11/7/2020,4:08
844,744,1038.0,11/23/2020,12:06
845,127,1338.0,7/4/2020,20:45
846,494,376.0,5/18/2020,20:54
847,352,1637.0,12/19/2020,23:01
848,99,1447.0,2/14/2020,8:39
849,915,1689.0,4/25/2020,21:52
850,460,1422.0,3/12/2020,13:48
851,561,1559.0,7/4/2020,4:17
852,863,1219.0,7/21/2020,2:31
853,581,891.0,1/6/2020,22:07
854,363,592.0,1/16/2020,6:05
855,216,1468.0,1/25/2020,3:59
856,342,877.0,11/26/2020,7:25
857,606,737.0,6/7/2020,20:27
858,361,465.0,1/15/2020,4:05
859,645,1538.0,8/31/2020,9:50
860,115,1532.0,3/24/2020,22:27
861,378,1308.0,7/5/2020,10:38
862,295,1383.0,12/13/2020,20:50
863,807,1298.0,2/12/2020,22:12
864,816,703.0,1/1/2020,23:24
865,771,693.0,4/15/2020,13:51
866,351,1260.0,3/1/2020,19:58
867,722,424.0,1/16/2020,14:29
868,801,502.0,7/2/2020,23:42
869,774,1542.0,6/29/2020,5:43
870,497,439.0,6/7/2020,10:34
871,6,974.0,3/26/2020,20:19
872,410,368.0,10/6/2020,10:26
873,455,1698.0,10/31/2020,2:39
874,173,1150.0,2/23/2020,5:42
875,657,1241.0,9/15/2020,9:21
876,964,1091.0,2/21/2020,15:49
877,675,480.0,8/20/2020,2:16
878,691,1342.0,3/11/2020,21:06
879,881,338.0,9/24/2020,17:27
880,789,1141.0,10/23/2020,1:25
881,691,415.0,5/13/2020,11:40
882,1,1157.0,12/13/2020,17:01
883,508,422.0,8/24/2020,6:00
884,856,464.0,10/1/2020,23:44
885,895,988.0,4/9/2020,22:18
886,953,1632.0,5/8/2020,2:21
887,143,1076.0,12/26/2020,9:44
888,627,1470.0,2/28/2020,8:49
889,231,1520.0,6/7/2020,2:38
890,611,740.0,12/10/2020,3:05
891,596,1146.0,10/16/2020,1:48
892,228,1373.0,1/19/2020,5:24
893,832,1211.0,10/15/2020,22:18
894,479,1702.0,1/29/2020,18:49
895,579,1389.0,6/2/2020,20:23
896,921,727.0,7/12/2020,4:56
897,194,596.0,11/27/2020,10:01
898,867,711.0,9/26/2020,23:08
899,642,1041.0,11/21/2020,17:11
900,77,657.0,3/5/2020,17:22
901,355,1113.0,3/3/2020,13:54
902,10,773.0,11/7/2020,17:19
903,348,1223.0,9/26/2020,7:25
904,250,902.0,6/10/2020,14:11
905,930,649.0,11/28/2020,18:55
906,128,934.0,1/11/2020,7:14
907,248,1159.0,3/5/2020,22:55
908,797,1088.0,6/9/2020,3:53
909,335,1650.0,2/26/2020,7:35
910,501,1157.0,6/8/2020,23:10
911,412,1083.0,1/2/2020,22:53
912,683,397.0,1/17/2020,16:33
913,649,1308.0,5/16/2020,23:34
914,684,1052.0,4/8/2020,4:10
915,99,395.0,7/21/2020,1:31
916,726,1678.0,10/27/2020,17:48
917,835,1041.0,2/26/2020,4:37
918,671,1209.0,3/23/2020,13:28
919,703,337.0,6/10/2020,9:47
920,263,1303.0,8/7/2020,20:36
921,577,1039.0,10/17/2020,23:42
922,927,1034.0,5/4/2020,21:52
923,221,1289.0,9/22/2020,3:14
924,569,607.0,1/24/2020,13:54
925,386,1419.0,2/26/2020,4:36
926,31,1455.0,4/19/2020,9:49
927,763,563.0,9/28/2020,18:26
928,824,1563.0,12/30/2020,4:00
929,94,1074.0,11/22/2020,10:41
930,271,629.0,6/28/2020,11:59
931,723,747.0,4/18/2020,17:27
932,776,1023.0,1/9/2020,1:27
933,16,1039.0,2/16/2020,22:43
934,536,771.0,1/25/2020,8:55
935,297,439.0,8/17/2020,6:46
936,969,1102.0,8/24/2020,6:53
937,882,1660.0,12/22/2020,15:06
938,531,486.0,3/2/2020,23:29
939,152,1557.0,8/26/2020,18:55
940,474,358.0,9/3/2020,14:23
941,245,365.0,7/9/2020,23:36
942,191,445.0,4/5/2020,21:39
943,214,1576.0,3/17/2020,16:31
944,875,839.0,9/30/2020,2:08
945,524,462.0,6/29/2020,23:30
946,342,1019.0,6/6/2020,3:49
947,778,521.0,3/21/2020,1:20
948,475,491.0,7/18/2020,12:42
949,889,479.0,8/31/2020,6:03
950,258,849.0,12/10/2020,13:28
951,530,385.0,3/4/2020,1:22
952,385,1021.0,4/4/2020,20:31
953,481,1142.0,1/31/2020,22:31
954,604,515.0,3/12/2020,7:19
955,70,1454.0,7/7/2020,15:28
956,428,1324.0,6/2/2020,3:19
957,808,395.0,8/30/2020,21:47
958,771,1727.0,3/3/2020,15:21
959,257,1140.0,7/26/2020,15:05
960,200,446.0,12/17/2020,6:49
961,145,1421.0,8/23/2020,17:17
962,934,1263.0,4/24/2020,2:10
963,754,1505.0,7/31/2020,13:48
964,391,1181.0,3/13/2020,9:11
965,471,698.0,2/27/2020,23:16
966,220,1443.0,9/1/2020,22:51
967,392,999.0,6/3/2020,3:46
968,438,938.0,12/18/2020,15:37
969,910,1192.0,7/28/2020,3:00
970,241,869.0,7/4/2020,22:01
971,657,903.0,8/27/2020,22:27
972,85,421.0,5/26/2020,5:58
973,322,1361.0,8/5/2020,17:44
974,403,1354.0,3/25/2020,21:49
975,526,826.0,11/11/2020,15:50
976,403,449.0,2/10/2020,21:00
977,569,594.0,6/24/2020,12:18
978,724,1667.0,5/20/2020,18:52
979,939,571.0,12/31/2020,21:01
980,335,1307.0,12/3/2020,13:01
981,370,1432.0,1/6/2020,17:12
982,293,927.0,4/18/2020,19:24
983,242,1027.0,1/7/2020,13:41
984,376,1081.0,11/10/2020,15:17
985,316,1461.0,9/15/2020,14:12
986,181,1073.0,11/30/2020,2:26
987,278,1504.0,3/28/2020,20:32
988,469,1030.0,4/17/2020,2:27
989,327,1298.0,5/22/2020,2:20
990,859,709.0,8/12/2020,21:59
991,72,1368.0,11/1/2020,13:19
992,648,1151.0,3/23/2020,11:40
993,77,690.0,10/8/2020,2:27
994,403,1408.0,7/17/2020,18:25
995,244,1492.0,7/22/2020,10:16
996,515,1529.0,3/24/2020,18:32
997,625,1655.0,6/1/2020,8:00
998,481,514.0,4/30/2020,22:24
999,833,1178.0,4/13/2020,18:31
0,601,817.0,6/29/2020,6:49
1,538,844.0,8/26/2020,9:13
2,575,1601.0,6/2/2020,12:33
3,856,1257.0,7/19/2020,0:25
4,234,1359.0,9/22/2020,1:40
5,544,636.0,1/13/2020,23:27
6,63,367.0,11/29/2020,13:41
7,346,939.0,5/31/2020,23:40
8,432,1171.0,7/10/2020,6:56
9,885,659.0,6/8/2020,15:07
10,367,500.0,1/11/2020,14:52
11,276,1568.0,9/18/2020,5:54
12,835,1407.0,9/10/2020,1:13
13,973,881.0,9/12/2020,8:21
14,161,1517.0,7/29/2020,15:23
15,432,860.0,1/23/2020,0:27
16,684,1139.0,10/30/2020,17:47
17,964,1328.0,1/19/2020,17:16
18,246,541.0,2/4/2020,19:31
19,580,1174.0,3/2/2020,1:49
20,724,443.0,2/5/2020,1:17
21,687,667.0,12/24/2020,17:51
22,620,358.0,11/18/2020,17:37
23,214,822.0,7/10/2020,13:07
24,313,1685.0,4/30/2020,6:02
25,542,1322.0,7/31/2020,4:11
26,431,1694.0,12/17/2020,7:25
27,390,921.0,6/22/2020,22:48
28,179,1250.0,10/11/2020,2:31
29,826,1303.0,5/23/2020,23:19
30,811,486.0,10/30/2020,8:35
31,816,720.0,7/26/2020,20:17
32,571,907.0,5/27/2020,11:05
33,939,1303.0,3/23/2020,8:19
34,554,1023.0,4/30/2020,22:14
35,253,658.0,11/17/2020,0:35
36,765,438.0,6/14/2020,1:54
37,668,588.0,9/3/2020,5:09
38,518,437.0,5/29/2020,10:06
39,1,1377.0,6/28/2020,23:27
40,135,846.0,12/19/2020,21:18
41,86,709.0,9/23/2020,3:39
42,729,339.0,7/2/2020,21:05
43,881,1689.0,5/3/2020,14:34
44,166,793.0,9/25/2020,7:10
45,533,678.0,11/21/2020,4:52
46,834,1120.0,6/24/2020,12:54
47,263,448.0,12/13/2020,1:06
48,63,1053.0,12/2/2020,19:28
49,731,897.0,10/30/2020,2:28
50,865,879.0,10/26/2020,21:11
51,267,1119.0,6/5/2020,5:53
52,223,1407.0,4/8/2020,2:08
53,229,1495.0,8/14/2020,8:13
54,5,1625.0,8/25/2020,18:45
55,303,382.0,2/13/2020,4:16
56,54,1447.0,6/22/2020,20:18
57,861,1144.0,5/30/2020,18:19
58,159,611.0,11/25/2020,17:14
59,250,1556.0,3/28/2020,21:05
60,785,1750.0,10/29/2020,22:22
61,712,527.0,8/3/2020,14:08
62,883,336.0,9/12/2020,13:37
63,143,1583.0,4/15/2020,2:40
64,548,1260.0,1/17/2020,11:27
65,696,1699.0,10/26/2020,9:24
66,866,1702.0,4/4/2020,12:50
67,869,1211.0,12/12/2020,19:17
68,557,439.0,10/6/2020,14:24
69,157,1474.0,6/24/2020,3:51
70,592,1494.0,9/27/2020,1:48
71,433,1616.0,2/15/2020,16:43
72,657,1515.0,6/28/2020,11:31
73,898,1469.0,6/9/2020,1:53
74,816,686.0,4/3/2020,12:45
75,931,483.0,6/19/2020,22:39
76,55,1644.0,5/18/2020,15:55
77,60,1329.0,1/31/2020,7:22
78,296,930.0,11/3/2020,13:33
79,373,427.0,12/28/2020,1:03
80,804,1231.0,10/11/2020,20:12
81,749,1084.0,9/27/2020,13:26
82,301,537.0,3/8/2020,10:07
83,187,1027.0,9/5/2020,5:25
84,117,1040.0,9/10/2020,11:36
85,441,878.0,11/1/2020,7:30
86,285,1682.0,6/13/2020,22:52
87,77,1508.0,3/27/2020,7:23
88,191,800.0,8/30/2020,16:16
89,232,1172.0,10/26/2020,10:57
90,584,1016.0,3/21/2020,16:18
91,515,717.0,7/17/2020,14:08
92,257,921.0,9/16/2020,19:45
93,641,1544.0,4/1/2020,18:57
94,301,1686.0,7/6/2020,12:18
95,555,997.0,2/11/2020,1:25
96,212,763.0,10/31/2020,18:57
97,694,565.0,1/4/2020,8:21
98,491,697.0,1/11/2020,0:21
99,469,570.0,11/1/2020,17:06
100,130,337.0,2/8/2020,5:59
101,757,1167.0,2/20/2020,8:55
102,504,1225.0,6/23/2020,19:01
103,415,1460.0,3/6/2020,8:13
104,455,1260.0,6/16/2020,11:51
105,286,1366.0,6/9/2020,19:10
106,521,483.0,11/26/2020,17:57
107,966,841.0,8/2/2020,10:24
108,451,684.0,2/15/2020,16:45
109,353,820.0,6/20/2020,22:45
110,781,1351.0,9/24/2020,9:57
111,317,1219.0,12/28/2020,15:10
112,964,1667.0,8/18/2020,18:51
113,753,1487.0,1/13/2020,23:33
114,931,844.0,6/13/2020,20:39
115,204,352.0,11/27/2020,10:03
116,167,1704.0,6/28/2020,22:39
117,852,1611.0,9/9/2020,10:47
118,6,435.0,2/28/2020,23:56
119,616,1476.0,11/15/2020,2:20
120,276,953.0,8/24/2020,17:08
121,347,337.0,10/8/2020,15:30
122,614,569.0,9/2/2020,17:25
123,436,512.0,6/4/2020,9:49
124,974,362.0,6/17/2020,1:17
125,946,1055.0,7/31/2020,5:57
126,88,1077.0,12/22/2020,22:31
127,79,1171.0,7/20/2020,3:06
128,451,530.0,10/5/2020,20:57
129,865,823.0,2/2/2020,8:30
130,347,1191.0,10/23/2020,17:08
131,471,1675.0,8/6/2020,5:40
132,328,531.0,5/26/2020,19:15
133,491,1657.0,11/16/2020,15:59
134,376,677.0,6/22/2020,16:17
135,378,789.0,10/30/2020,13:33
136,295,373.0,6/2/2020,13:01
137,886,840.0,12/11/2020,12:43
138,14,979.0,7/16/2020,18:50
139,192,847.0,12/3/2020,17:54
140,95,1544.0,3/23/2020,15:05
141,272,1674.0,5/13/2020,7:20
142,544,867.0,9/7/2020,10:05
143,425,434.0,5/5/2020,7:28
144,182,580.0,8/24/2020,20:54
145,507,903.0,3/26/2020,21:20
146,408,928.0,10/8/2020,9:50
147,867,1262.0,12/5/2020,23:52
148,540,857.0,2/21/2020,4:28
149,260,1363.0,2/23/2020,18:51
150,586,1315.0,9/13/2020,22:12
151,730,372.0,12/21/2020,12:22
152,301,785.0,7/5/2020,22:41
153,387,682.0,12/5/2020,14:07
